txn_id,account_id,amount_aud,currency,txn_date,status,channel
TXN-20260518-00117,ACC-000053,27.7,AUD,2026-05-18,settled,card
TXN-20260520-00118,ACC-000127,153.83,AUD,2026-05-20,settled,card
TXN-20260517-00119,ACC-000418,20.3,AUD,2026-05-17,pending,card
TXN-20260518-00120,ACC-000303,350.95,AUD,2026-05-18,settled,card
TXN-20260521-00121,ACC-000095,2273.3,AUD,2026-05-21,settled,direct_debit
TXN-20260521-00122,ACC-000342,2992.0,AUD,2026-05-21,settled,direct_debit
TXN-20260521-00123,ACC-000167,121694.4,AUD,2026-05-21,settled,card
TXN-20260517-00124,ACC-000477,185.83,AUD,2026-05-17,settled,card
TXN-20260519-00125,ACC-000401,297.33,AUD,2026-05-19,settled,transfer
TXN-20260520-00126,ACC-000345,10813.97,AUD,2026-05-20,settled,card
TXN-20260518-00127,ACC-000405,282.89,AUD,2026-05-18,settled,transfer
TXN-20260519-00128,ACC-000313,483.97,AUD,2026-05-19,settled,direct_debit
TXN-20260519-00129,ACC-000309,351.07,AUD,2026-05-19,settled,card
TXN-20260517-00130,ACC-000404,363.14,AUD,2026-05-17,settled,card
TXN-20260517-00131,ACC-000033,8691.35,AUD,2026-05-17,settled,transfer
TXN-20260518-00132,ACC-000407,296.35,AUD,2026-05-18,settled,transfer
TXN-20260521-00133,ACC-000030,3147.3,AUD,2026-05-21,settled,card
TXN-20260517-00134,ACC-000157,2315.14,AUD,2026-05-17,settled,card
TXN-20260519-00135,ACC-000293,11.17,AUD,2026-05-19,settled,card
TXN-20260521-00136,ACC-000333,359.2,AUD,2026-05-21,settled,card
TXN-20260521-00137,ACC-000067,251.3,AUD,2026-05-21,settled,card
TXN-20260518-00138,ACC-000459,56.9,AUD,2026-05-18,settled,transfer
TXN-20260520-00139,ACC-000152,322.21,AUD,2026-05-20,settled,direct_debit
TXN-20260517-00140,ACC-000218,13458.01,AUD,2026-05-17,settled,direct_debit
TXN-20260517-00141,ACC-000238,127.42,AUD,2026-05-17,settled,transfer
TXN-20260521-00142,ACC-000138,3546.0,AUD,2026-05-21,settled,direct_debit
TXN-20260519-00143,ACC-000292,444.53,AUD,2026-05-19,pending,card
TXN-20260519-00144,ACC-000241,415.04,AUD,2026-05-19,settled,card
TXN-20260521-00145,ACC-000175,160.9,AUD,2026-05-21,settled,direct_debit
TXN-20260519-00146,ACC-000077,4070.42,AUD,2026-05-19,settled,card
TXN-20260519-00147,ACC-000032,230.35,AUD,2026-05-19,settled,transfer
TXN-20260521-00148,ACC-000203,2012.8,AUD,2026-05-21,settled,card
TXN-20260519-00149,ACC-000372,192.76,AUD,2026-05-19,settled,card
TXN-20260520-00150,ACC-000497,195.67,AUD,2026-05-20,settled,transfer
TXN-20260517-00151,ACC-000120,11078.17,AUD,2026-05-17,settled,card
TXN-20260521-00152,ACC-000074,525.3,AUD,2026-05-21,settled,transfer
TXN-20260518-00153,ACC-000251,339.82,AUD,2026-05-18,settled,transfer
TXN-20260521-00154,ACC-000173,3269.2,AUD,2026-05-21,settled,transfer
TXN-20260517-00155,ACC-000080,189.18,AUD,2026-05-17,settled,card
TXN-20260519-00156,ACC-000235,475.44,AUD,2026-05-19,settled,transfer
TXN-20260517-00157,ACC-000348,13318.45,AUD,2026-05-17,settled,card
TXN-20260521-00158,ACC-000120,2568.6,AUD,2026-05-21,settled,card
TXN-20260518-00159,ACC-000158,348.58,AUD,2026-05-18,settled,direct_debit
TXN-20260521-00160,ACC-000385,3265.5,AUD,2026-05-21,settled,card
TXN-20260518-00161,ACC-000028,377.01,AUD,2026-05-18,settled,card
TXN-20260518-00162,ACC-000179,353.7,AUD,2026-05-18,settled,transfer
TXN-20260519-00163,ACC-000259,13061.31,AUD,2026-05-19,settled,card
TXN-20260520-00164,ACC-000358,332.29,AUD,2026-05-20,settled,card
TXN-20260517-00165,ACC-000035,163.08,AUD,2026-05-17,settled,card
TXN-20260521-00166,ACC-000051,546.2,AUD,2026-05-21,pending,transfer
TXN-20260521-00167,ACC-000349,2065.0,AUD,2026-05-21,settled,card
TXN-20260518-00168,ACC-000192,210.67,AUD,2026-05-18,settled,transfer
TXN-20260519-00169,ACC-000346,458.22,AUD,2026-05-19,settled,card
TXN-20260519-00170,ACC-000052,259.63,AUD,2026-05-19,settled,transfer
TXN-20260518-00171,ACC-000106,5293.18,AUD,2026-05-18,settled,card
TXN-20260517-00172,ACC-000020,321.34,AUD,2026-05-17,settled,card
TXN-20260518-00173,ACC-000304,7556.39,AUD,2026-05-18,settled,card
TXN-20260521-00174,ACC-000163,1407.5,AUD,2026-05-21,settled,direct_debit
TXN-20260520-00175,ACC-000412,6131.5,AUD,2026-05-20,settled,transfer
TXN-20260517-00176,ACC-000394,1595.27,AUD,2026-05-17,settled,card
TXN-20260518-00177,ACC-000459,135.42,AUD,2026-05-18,settled,direct_debit
TXN-20260520-00178,ACC-000440,286.15,AUD,2026-05-20,settled,transfer
TXN-20260520-00179,ACC-000314,143.99,AUD,2026-05-20,settled,card
TXN-20260521-00180,ACC-000044,4008.6,AUD,2026-05-21,settled,direct_debit
TXN-20260521-00181,ACC-000429,2297.7,AUD,2026-05-21,settled,transfer
TXN-20260519-00182,ACC-000160,250.42,AUD,2026-05-19,settled,transfer
TXN-20260519-00183,ACC-000468,12932.71,AUD,2026-05-19,settled,card
TXN-20260520-00184,ACC-000344,10.54,AUD,2026-05-20,settled,transfer
TXN-20260518-00185,ACC-000249,7969.05,AUD,2026-05-18,settled,transfer
TXN-20260518-00186,ACC-000215,133.78,AUD,2026-05-18,settled,direct_debit
TXN-20260517-00187,ACC-000282,35.85,AUD,2026-05-17,settled,card
TXN-20260519-00188,ACC-000064,143.73,AUD,2026-05-19,settled,direct_debit
TXN-20260520-00189,ACC-000233,432.67,AUD,2026-05-20,settled,card
TXN-20260520-00190,ACC-000310,153.39,AUD,2026-05-20,settled,transfer
TXN-20260521-00191,ACC-000212,2671.8,AUD,2026-05-21,settled,card
TXN-20260521-00192,ACC-000273,308.4,AUD,2026-05-21,settled,card
TXN-20260518-00193,ACC-000302,403.59,AUD,2026-05-18,settled,card
TXN-20260521-00194,ACC-000239,3859.5,AUD,2026-05-21,settled,transfer
TXN-20260519-00195,ACC-000025,7079.57,AUD,2026-05-19,settled,card
TXN-20260517-00196,ACC-000347,159.84,AUD,2026-05-17,settled,transfer
TXN-20260520-00197,ACC-000314,248.2,AUD,2026-05-20,settled,direct_debit
TXN-20260521-00198,ACC-000304,38144.8,AUD,2026-05-21,settled,transfer
TXN-20260519-00199,ACC-000423,442.25,AUD,2026-05-19,settled,card
TXN-20260519-00200,ACC-000096,425.8,AUD,2026-05-19,settled,transfer
TXN-20260520-00201,ACC-000054,100.03,AUD,2026-05-20,settled,card
TXN-20260521-00202,ACC-000283,3455.4,AUD,2026-05-21,settled,card
TXN-20260518-00203,ACC-000272,153.88,AUD,2026-05-18,settled,card
TXN-20260518-00204,ACC-000461,3010.95,AUD,2026-05-18,settled,card
TXN-20260520-00205,ACC-000063,114.78,AUD,2026-05-20,settled,card
TXN-20260520-00206,ACC-000305,86.94,AUD,2026-05-20,settled,card
TXN-20260520-00207,ACC-000221,145.06,AUD,2026-05-20,settled,transfer
TXN-20260521-00208,ACC-000244,72663.7,AUD,2026-05-21,settled,card
TXN-20260519-00209,ACC-000109,203.0,AUD,2026-05-19,settled,direct_debit
TXN-20260519-00210,ACC-000352,359.13,AUD,2026-05-19,settled,direct_debit
TXN-20260521-00211,ACC-000076,74584.3,AUD,2026-05-21,settled,direct_debit
TXN-20260521-00212,ACC-000252,1928.0,AUD,2026-05-21,settled,transfer
TXN-20260518-00213,ACC-000358,264.03,AUD,2026-05-18,settled,transfer
TXN-20260519-00214,ACC-000157,453.9,AUD,2026-05-19,settled,direct_debit
TXN-20260517-00215,ACC-000079,67.15,AUD,2026-05-17,settled,direct_debit
TXN-20260519-00216,ACC-000438,440.99,AUD,2026-05-19,settled,transfer
TXN-20260520-00217,ACC-000466,281.82,AUD,2026-05-20,settled,card
TXN-20260518-00218,ACC-000277,10868.2,AUD,2026-05-18,settled,direct_debit
TXN-20260521-00219,ACC-000312,1087.0,AUD,2026-05-21,pending,card
TXN-20260521-00220,ACC-000430,9532.7,AUD,2026-05-21,settled,transfer
TXN-20260521-00221,ACC-000082,42638.3,AUD,2026-05-21,settled,card
TXN-20260517-00222,ACC-000179,375.35,AUD,2026-05-17,settled,transfer
TXN-20260521-00223,ACC-000208,8104.3,AUD,2026-05-21,settled,transfer
TXN-20260520-00224,ACC-000279,247.77,AUD,2026-05-20,settled,card
TXN-20260519-00225,ACC-000460,249.37,AUD,2026-05-19,settled,transfer
TXN-20260521-00226,ACC-000386,117532.9,AUD,2026-05-21,settled,direct_debit
TXN-20260519-00227,ACC-000352,272.14,AUD,2026-05-19,settled,card
TXN-20260517-00228,ACC-000099,12.18,AUD,2026-05-17,settled,card
TXN-20260517-00229,ACC-000301,360.44,AUD,2026-05-17,settled,card
TXN-20260521-00230,ACC-000054,4608.7,AUD,2026-05-21,settled,card
TXN-20260519-00231,ACC-000310,6215.17,AUD,2026-05-19,settled,direct_debit
TXN-20260521-00232,ACC-000200,2700.4,AUD,2026-05-21,settled,transfer
TXN-20260521-00233,ACC-000282,2054.9,AUD,2026-05-21,settled,card
TXN-20260519-00234,ACC-000423,320.26,AUD,2026-05-19,settled,direct_debit
TXN-20260518-00235,ACC-000290,371.1,AUD,2026-05-18,settled,card
TXN-20260518-00236,ACC-000391,11126.49,AUD,2026-05-18,settled,card
TXN-20260517-00237,ACC-000406,14108.04,AUD,2026-05-17,pending,card
TXN-20260521-00238,ACC-000426,3134.9,AUD,2026-05-21,settled,direct_debit
TXN-20260521-00239,ACC-000265,3655.6,AUD,2026-05-21,settled,card
TXN-20260520-00240,ACC-000105,92.62,AUD,2026-05-20,settled,card
TXN-20260518-00241,ACC-000026,220.29,AUD,2026-05-18,settled,card
TXN-20260520-00242,ACC-000490,320.69,AUD,2026-05-20,settled,card
TXN-20260521-00243,ACC-000456,32376.8,AUD,2026-05-21,settled,transfer
TXN-20260521-00244,ACC-000491,1264.5,AUD,2026-05-21,settled,direct_debit
TXN-20260517-00245,ACC-000222,191.56,AUD,2026-05-17,settled,direct_debit
TXN-20260518-00246,ACC-000198,12929.76,AUD,2026-05-18,settled,card
TXN-20260517-00247,ACC-000056,126.29,AUD,2026-05-17,settled,card
TXN-20260520-00248,ACC-000437,262.8,AUD,2026-05-20,settled,card
TXN-20260518-00249,ACC-000315,100.33,AUD,2026-05-18,settled,transfer
TXN-20260520-00250,ACC-000001,2666.15,AUD,2026-05-20,settled,card
TXN-20260519-00251,ACC-000375,11646.31,AUD,2026-05-19,settled,card
TXN-20260519-00252,ACC-000102,125.12,AUD,2026-05-19,settled,card
TXN-20260520-00253,ACC-000109,122.73,AUD,2026-05-20,settled,card
TXN-20260519-00254,ACC-000237,267.76,AUD,2026-05-19,settled,card
TXN-20260521-00255,ACC-000003,4180.3,AUD,2026-05-21,settled,card
TXN-20260519-00256,ACC-000010,13264.13,AUD,2026-05-19,settled,card
TXN-20260519-00257,ACC-000416,91.81,AUD,2026-05-19,settled,card
TXN-20260521-00258,ACC-000034,2666.9,AUD,2026-05-21,settled,card
TXN-20260519-00259,ACC-000210,4206.28,AUD,2026-05-19,settled,transfer
TXN-20260519-00260,ACC-000487,351.21,AUD,2026-05-19,settled,transfer
TXN-20260518-00261,ACC-000066,990.47,AUD,2026-05-18,settled,direct_debit
TXN-20260521-00262,ACC-000303,1052.2,AUD,2026-05-21,settled,card
TXN-20260518-00263,ACC-000003,209.28,AUD,2026-05-18,settled,direct_debit
TXN-20260518-00264,ACC-000088,457.52,AUD,2026-05-18,settled,card
TXN-20260518-00265,ACC-000433,15.83,AUD,2026-05-18,settled,card
TXN-20260521-00266,ACC-000140,1798.9,AUD,2026-05-21,settled,transfer
TXN-20260519-00267,ACC-000279,1960.99,AUD,2026-05-19,settled,direct_debit
TXN-20260520-00268,ACC-000493,311.24,AUD,2026-05-20,settled,transfer
TXN-20260519-00269,ACC-000260,105.45,AUD,2026-05-19,settled,card
TXN-20260521-00270,ACC-000373,3984.7,AUD,2026-05-21,settled,card
TXN-20260519-00271,ACC-000185,468.04,AUD,2026-05-19,settled,card
TXN-20260521-00272,ACC-000162,106307.2,AUD,2026-05-21,settled,card
TXN-20260518-00273,ACC-000155,63.99,AUD,2026-05-18,settled,card
TXN-20260517-00274,ACC-000141,6534.16,AUD,2026-05-17,settled,transfer
TXN-20260519-00275,ACC-000365,21.78,AUD,2026-05-19,settled,card
TXN-20260519-00276,ACC-000338,172.73,AUD,2026-05-19,settled,transfer
TXN-20260517-00277,ACC-000231,12858.45,AUD,2026-05-17,settled,direct_debit
TXN-20260519-00278,ACC-000086,419.77,AUD,2026-05-19,settled,card
TXN-20260521-00279,ACC-000091,1595.0,AUD,2026-05-21,pending,direct_debit
TXN-20260517-00280,ACC-000138,207.65,AUD,2026-05-17,settled,direct_debit
TXN-20260517-00281,ACC-000443,327.46,AUD,2026-05-17,settled,card
TXN-20260520-00282,ACC-000351,8547.52,AUD,2026-05-20,pending,direct_debit
TXN-20260520-00283,ACC-000058,38.57,AUD,2026-05-20,pending,transfer
TXN-20260519-00284,ACC-000412,329.2,AUD,2026-05-19,settled,card
TXN-20260517-00285,ACC-000260,12.29,AUD,2026-05-17,settled,direct_debit
TXN-20260517-00286,ACC-000100,353.05,AUD,2026-05-17,settled,card
TXN-20260520-00287,ACC-000101,279.81,AUD,2026-05-20,settled,direct_debit
TXN-20260519-00288,ACC-000245,487.02,AUD,2026-05-19,settled,transfer
TXN-20260518-00289,ACC-000474,7554.79,AUD,2026-05-18,settled,card
TXN-20260519-00290,ACC-000107,214.39,AUD,2026-05-19,settled,transfer
TXN-20260520-00291,ACC-000309,207.73,AUD,2026-05-20,settled,transfer
TXN-20260517-00292,ACC-000092,290.95,AUD,2026-05-17,settled,card
TXN-20260517-00293,ACC-000419,2324.4,AUD,2026-05-17,settled,direct_debit
TXN-20260520-00294,ACC-000116,1916.99,AUD,2026-05-20,settled,card
TXN-20260520-00295,ACC-000019,4082.61,AUD,2026-05-20,settled,card
TXN-20260518-00296,ACC-000168,297.67,AUD,2026-05-18,settled,transfer
TXN-20260520-00297,ACC-000285,101.74,AUD,2026-05-20,settled,transfer
TXN-20260520-00298,ACC-000463,352.4,AUD,2026-05-20,settled,direct_debit
TXN-20260517-00299,ACC-000423,51.03,AUD,2026-05-17,settled,card
TXN-20260520-00300,ACC-000358,478.36,AUD,2026-05-20,settled,transfer
TXN-20260520-00301,ACC-000058,294.69,AUD,2026-05-20,settled,card
TXN-20260520-00302,ACC-000410,407.18,AUD,2026-05-20,settled,card
TXN-20260519-00303,ACC-000345,298.77,AUD,2026-05-19,settled,transfer
TXN-20260519-00304,ACC-000117,6104.34,AUD,2026-05-19,settled,card
TXN-20260521-00305,ACC-000225,3477.9,AUD,2026-05-21,settled,direct_debit
TXN-20260519-00306,ACC-000386,9602.56,AUD,2026-05-19,settled,card
TXN-20260519-00307,ACC-000247,426.15,AUD,2026-05-19,settled,transfer
TXN-20260521-00308,ACC-000408,56136.1,AUD,2026-05-21,settled,card
TXN-20260521-00309,ACC-000141,2512.4,AUD,2026-05-21,settled,card
TXN-20260519-00310,ACC-000153,140.83,AUD,2026-05-19,settled,transfer
TXN-20260517-00311,ACC-000420,4541.9,AUD,2026-05-17,settled,card
TXN-20260520-00312,ACC-000096,471.2,AUD,2026-05-20,settled,direct_debit
TXN-20260520-00313,ACC-000257,305.78,AUD,2026-05-20,settled,card
TXN-20260519-00314,ACC-000459,387.39,AUD,2026-05-19,settled,direct_debit
TXN-20260521-00315,ACC-000257,90753.3,AUD,2026-05-21,settled,transfer
TXN-20260520-00316,ACC-000298,14243.28,AUD,2026-05-20,settled,card
TXN-20260518-00317,ACC-000145,333.84,AUD,2026-05-18,settled,direct_debit
TXN-20260519-00318,ACC-000175,6.84,AUD,2026-05-19,settled,card
TXN-20260521-00319,ACC-000470,3343.8,AUD,2026-05-21,settled,transfer
TXN-20260518-00320,ACC-000248,401.53,AUD,2026-05-18,settled,transfer
TXN-20260518-00321,ACC-000346,465.54,AUD,2026-05-18,settled,card
TXN-20260519-00322,ACC-000122,9594.31,AUD,2026-05-19,settled,card
TXN-20260517-00323,ACC-000385,79.62,AUD,2026-05-17,settled,card
TXN-20260517-00324,ACC-000466,268.57,AUD,2026-05-17,settled,card
TXN-20260521-00325,ACC-000358,1046.8,AUD,2026-05-21,settled,transfer
TXN-20260517-00326,ACC-000082,150.85,AUD,2026-05-17,settled,card
TXN-20260519-00327,ACC-000359,244.75,AUD,2026-05-19,settled,direct_debit
TXN-20260517-00328,ACC-000180,241.34,AUD,2026-05-17,settled,card
TXN-20260518-00329,ACC-000184,340.36,AUD,2026-05-18,settled,transfer
TXN-20260518-00330,ACC-000116,469.69,AUD,2026-05-18,settled,transfer
TXN-20260519-00331,ACC-000420,32.3,AUD,2026-05-19,settled,card
TXN-20260521-00332,ACC-000179,2816.1,AUD,2026-05-21,settled,card
TXN-20260518-00333,ACC-000432,12.8,AUD,2026-05-18,settled,transfer
TXN-20260520-00334,ACC-000248,289.29,AUD,2026-05-20,pending,transfer
TXN-20260518-00335,ACC-000383,90.89,AUD,2026-05-18,settled,transfer
TXN-20260518-00336,ACC-000033,181.47,AUD,2026-05-18,settled,card
TXN-20260517-00337,ACC-000409,11484.4,AUD,2026-05-17,settled,direct_debit
TXN-20260521-00338,ACC-000229,728.6,AUD,2026-05-21,pending,direct_debit
TXN-20260521-00339,ACC-000225,4306.7,AUD,2026-05-21,settled,card
TXN-20260518-00340,ACC-000073,45.26,AUD,2026-05-18,settled,card
TXN-20260518-00341,ACC-000010,231.98,AUD,2026-05-18,settled,transfer
TXN-20260518-00342,ACC-000452,16.91,AUD,2026-05-18,settled,transfer
TXN-20260521-00343,ACC-000498,52702.3,AUD,2026-05-21,settled,card
TXN-20260518-00344,ACC-000311,157.36,AUD,2026-05-18,settled,transfer
TXN-20260521-00345,ACC-000025,2682.7,AUD,2026-05-21,settled,card
TXN-20260521-00346,ACC-000485,4232.5,AUD,2026-05-21,settled,card
TXN-20260517-00347,ACC-000276,421.15,AUD,2026-05-17,settled,card
TXN-20260519-00348,ACC-000393,227.01,AUD,2026-05-19,pending,transfer
TXN-20260519-00349,ACC-000180,45.98,AUD,2026-05-19,settled,transfer
TXN-20260519-00350,ACC-000134,13188.79,AUD,2026-05-19,settled,card
TXN-20260518-00351,ACC-000154,146.89,AUD,2026-05-18,settled,transfer
